workorder num,workorder url,actual code,exsisting code,after update code,update status,tax rate difference,due amount
11694,https://login.fieldedge.com/#/DispatchSummary/c8941386-282d-4dea-ab2c-ea48c9d51029/a0cfc440-5d95-45f2-b778-e173ac267c49,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11663,https://login.fieldedge.com/#/DispatchSummary/9d5adbc5-24f8-49a2-aac2-1b00f3e5ba2f/edaa0d54-684c-4e38-ae17-a2eb2a3f824b,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
11681,https://login.fieldedge.com/#/DispatchSummary/1a40a422-1a0a-45c8-88c5-23757b7f6e0d/72433b4f-b901-4c2b-b814-86519e84a45d,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
11708,https://login.fieldedge.com/#/DispatchSummary/1c789cba-484d-4846-9bf2-729db5d5bb0f/d65fe099-17b5-4513-8cb8-0c96267c2850,2720,EDGEWOOD - 2720 Tax Code872-inactive,EDGEWOOD - 2720 Tax Code872-inactive,skipped,+10.10%,$0.00
11710,https://login.fieldedge.com/#/DispatchSummary/51aa0b52-e88f-4ceb-b546-dfe9b5eb45d0/36a28ca1-2ff9-4215-bc0b-2e696b81a088,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11707,https://login.fieldedge.com/#/DispatchSummary/ef60be69-0131-44dd-b371-908a412a162f/5d6a2e65-0c30-4c0f-bc4e-c90b7b1c3176,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11723,https://login.fieldedge.com/#/DispatchSummary/0d92f840-6b9f-45b8-b8ee-8e6357fed660/09887e04-705f-4be2-953c-c5b13ec76172,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11718,https://login.fieldedge.com/#/DispatchSummary/c8af2db7-17ad-4b3e-8b3e-d2d67d736519/8d602005-f21e-434b-8ad5-efeea2e6d017,2721,*2721 - Lakewood - 10.1% Tax Code,*2721 - Lakewood - 10.1% Tax Code,skipped,0.00%,$0.00
11725,https://login.fieldedge.com/#/DispatchSummary/4cdea163-8e9e-4ec0-af4b-0ddee9135bc3/0168ae82-daed-4f10-81c8-e91a42aefed3,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11709,https://login.fieldedge.com/#/DispatchSummary/550355df-006b-48e4-a538-4cf5eb88d1b9/b4ba5942-6ff1-44f3-a8f7-7a7fb1bd6ab2,2720,EDGEWOOD - 2720 Tax Code872,EDGEWOOD - 2720 Tax Code872,not edidtable,+10.10%,$455.81
11728,https://login.fieldedge.com/#/DispatchSummary/ef033e49-5ac4-4a2b-bb10-061149a450b5/766c13e4-c4ff-4b36-8add-dd510c77c04a,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11715,https://login.fieldedge.com/#/DispatchSummary/20727d81-826b-455a-aacf-55c0e846f16d/5d456ed1-b8d9-4f64-ad4c-a0fb44c842f5,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
11729,https://login.fieldedge.com/#/DispatchSummary/b6e128a0-bce8-485e-892f-e507caf0495c/74aef635-db71-4b23-9851-d61d89901cd1,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11730,https://login.fieldedge.com/#/DispatchSummary/ba1c489e-5fc3-4ff0-b17e-42bc255af571/8d96c5c3-13e4-411a-ac4f-403cd068d0e1,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11640,https://login.fieldedge.com/#/DispatchSummary/7fe57c88-fd77-4c7e-a3e1-fbac5de14f84/f5b61b6a-c3e0-417b-affa-54edfd629e2a,2700,*2727 - Pierce- 10.1% Tax Code,*2700-Pierce- 9.5% Tax Code,new update,-0.60%,-$5.17
11741,https://login.fieldedge.com/#/DispatchSummary/a63f4a75-0f5d-41f1-afff-b145986609b2/ec02787b-ac11-4b1c-a9e7-1e8eaf4b3548,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11717,https://login.fieldedge.com/#/DispatchSummary/9d585103-bee1-43aa-bc9d-c34de9d4cb3d/a074e99b-c3cb-4465-a15a-5f6e6d8ada1c,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11742,https://login.fieldedge.com/#/DispatchSummary/b6481719-83aa-490c-96d4-e73329c24317/779edd82-b29d-4516-916d-2547ea665a1f,2711,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,skipped,+0.10%,$0.00
11693,https://login.fieldedge.com/#/DispatchSummary/7db2fe33-1410-4c72-ba8f-df38f73b19ac/e33f8759-5fcd-4319-9320-af2f82a98737,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11726,https://login.fieldedge.com/#/DispatchSummary/65ebda3f-8a90-4859-b185-f8659534a00c/1bb0ae78-8a13-48b4-8e13-510c9988e59f,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
11733,https://login.fieldedge.com/#/DispatchSummary/8d7ab732-816b-4ff5-bc12-eea6295874a3/cf54e4c1-032c-4990-aaaa-ac2aef8c1c12,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
11749,https://login.fieldedge.com/#/DispatchSummary/4299deba-eca4-4a0c-a92f-62c2fe8a942f/62c5c1a1-61f5-419c-b740-46304b00a5a3,2711,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,skipped,+0.10%,$0.00
11755,https://login.fieldedge.com/#/DispatchSummary/17a06c37-8923-4d4e-aa66-ea8ee8128ced/2601ba1b-ef1e-4165-b48c-68b5bec529a3,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11777,https://login.fieldedge.com/#/DispatchSummary/bfd8cad7-1d4f-43ba-b26c-dbb019858698/06ab5965-c369-4170-a655-300fa7f3c7d4,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11631,https://login.fieldedge.com/#/DispatchSummary/691be675-66db-4b95-99c1-6ae27e679746/6d442d7b-fe87-41ba-b407-567bc8bd18c9,2721,*2721 - Lakewood - 10.1% Tax Code,*2721 - Lakewood - 10.1% Tax Code,skipped,0.00%,$0.00
11735,https://login.fieldedge.com/#/DispatchSummary/c84883f9-1aa4-4710-96e8-e07ac08a57b6/e7120522-2846-41b2-94de-1572b91f9442,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11752,https://login.fieldedge.com/#/DispatchSummary/3947f7d8-e520-4491-acb4-0e08845bd772/b7335d31-ee9d-4d45-b0b6-25f072a88c1a,4100,*ORTING - 2710 -9.5.% Tax Code972-inactive,*ORTING - 2710 -9.5.% Tax Code972-inactive,retry,-1.40%,$0.00
11743,https://login.fieldedge.com/#/DispatchSummary/7cfd6968-9e3b-4c4e-8ad9-8b72bde223f0/c73c1acc-f43d-44ca-ac85-6009def68d39,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11644,https://login.fieldedge.com/#/DispatchSummary/f46f1f7a-d73e-481f-b96f-a6ffe6af7cfe/473bd695-fbe4-49ff-b1b8-f2978bc568f4,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11746,https://login.fieldedge.com/#/DispatchSummary/6f9b4daf-e553-492a-af9c-07e0a3b68cc5/812c8199-a4a7-4a54-9576-8011941a1b55,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11759,https://login.fieldedge.com/#/DispatchSummary/f34de50d-7a62-43f6-beea-b6074b1a0337/f20d47d2-2490-4250-aea8-e8fa39198152,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
11775,https://login.fieldedge.com/#/DispatchSummary/dc3908f3-7950-40e0-bb41-6935d1c38333/d9dd3119-b527-4c81-9286-a49407b46d07,4000,*KING - 4000 - 8.8.% Tax Code1013-inactive,*KING - 4000 - 8.8.% Tax Code1013-inactive,skipped,+0.10%,$0.00
11750,https://login.fieldedge.com/#/DispatchSummary/fceae5a1-fdd5-4d36-8f2a-56bcf99bf5f4/267a7bdd-a14b-47f0-89d3-0f04ff0d9878,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11772,https://login.fieldedge.com/#/DispatchSummary/f285be22-6790-481b-9145-91ef1df27ee4/0455d4f4-10dc-4190-bd1c-f393405e67df,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11793,https://login.fieldedge.com/#/DispatchSummary/16944ca0-99e5-4b3c-b8dd-90d1f44d2a80/c556eba5-fab7-4444-b0a4-5c4a3c4eb378,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11767,https://login.fieldedge.com/#/DispatchSummary/a638f25c-4a3a-4539-8552-a33e25ef377e/59419646-c817-49e3-b87b-cd424e06fef3,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11833,https://login.fieldedge.com/#/DispatchSummary/a99ba13d-9ef0-4456-bb7f-a57e3bce254b/6a146110-a437-4352-9394-065ddcf5bdaa,,,,retry,,
11792,https://login.fieldedge.com/#/DispatchSummary/10d1226b-8621-4421-a36d-2e7793864cef/73a1a461-440f-485f-9e56-447bf5999804,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11819,https://login.fieldedge.com/#/DispatchSummary/604c323f-86d4-4a8a-adf1-b1fcb0428470/1ed1e922-28ae-4bf6-b728-69ebf8cc3c46,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11821,https://login.fieldedge.com/#/DispatchSummary/d5b70864-5ff7-4a67-8df1-1578e1a4a6a9/95224c7e-30f5-418b-836e-d37c6d825f03,2709,*2700-Pierce- 9.5% Tax Code,*2709 - Milton - 10.1% Tax Code,new update,+0.60%,$6.29
11826,https://login.fieldedge.com/#/DispatchSummary/d9288792-9983-4220-aca1-5134c1888a02/b44801da-e460-46c3-b638-5c5ed25aa507,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
11828,https://login.fieldedge.com/#/DispatchSummary/6a9c7078-328f-469a-b401-f3abd83ee483/091e380b-9bbf-47b1-95f5-e7e5cb224e66,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11802,https://login.fieldedge.com/#/DispatchSummary/a89aebf5-e434-4508-a246-f94e6b0a3353/d879829b-e926-4a0b-8df8-fb368a360454,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,not edidtable,0.00%,$727.08
11848,https://login.fieldedge.com/#/DispatchSummary/5ebc5b73-a6b1-407b-8ab9-7276aa1f5b0e/c040058d-4db8-42d2-a2f2-be7ffb5de5be,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11859,https://login.fieldedge.com/#/DispatchSummary/f7b52b10-0556-4371-8555-4d8e6a792404/46941a77-563a-4ce4-9916-cb9a94789235,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11766,https://login.fieldedge.com/#/DispatchSummary/21e494f8-e3d1-4315-943b-9c4d0d805e7a/e9217beb-b6da-4d15-8fdf-bf6cd7f19e43,2700,PIERCE CO RTA-2700-eff 07/23 Tax Cod-inactive,PIERCE CO RTA-2700-eff 07/23 Tax Cod-inactive,skipped,+9.50%,$0.00
11817,https://login.fieldedge.com/#/DispatchSummary/ee266b0e-1a1c-44e8-9b01-491ff46115b2/6e40e70c-d256-47b7-b973-c60b1b350fb3,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11824,https://login.fieldedge.com/#/DispatchSummary/aa254783-e7ba-48a3-9380-b146cb032bdb/eecd07c2-f2af-4636-a44c-90ca37af2564,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11825,https://login.fieldedge.com/#/DispatchSummary/cbfec9c5-e5cc-4163-b486-97924ebcd1eb/bcb738f5-bab3-44fa-89ed-a58d136c7cbe,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11870,https://login.fieldedge.com/#/DispatchSummary/9533526c-3f3d-4ff7-94d9-e8d439274a40/5275564a-663f-4d3a-b463-2a19953fa557,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11801,https://login.fieldedge.com/#/DispatchSummary/485a20f2-586f-4cdf-80e5-aab0ea13eecd/7cf7cabc-473f-4099-a25e-5a55d3bc6024,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11876,https://login.fieldedge.com/#/DispatchSummary/c5264d24-c797-4351-8cc2-70b85ee9050c/708ea35b-e430-4aae-854e-dd27fbc9f7bc,2727,PIERCE - 2700 Tax Code842-inactive,*2727 - Pierce- 10.1% Tax Code,new update,+10.10%,$5.90
11886,https://login.fieldedge.com/#/DispatchSummary/5c7883ff-221d-42df-9b33-bb9b47d82647/3a92ecf8-a982-442a-9245-19ecec315c81,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11869,https://login.fieldedge.com/#/DispatchSummary/0964349a-85ea-49c1-bff6-4cf89af2219d/3d40e8ef-5153-4049-b546-0c7bdcf82075,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11882,https://login.fieldedge.com/#/DispatchSummary/99088a8e-21f3-4fc6-b1b7-989f4705d67d/3c6852d1-ed0f-44ed-8596-f99a1eabadbc,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11904,https://login.fieldedge.com/#/DispatchSummary/8da6b2bc-9f18-4c81-aa10-8adc0eac5bdf/2ee57d07-623d-4cfa-b314-e203a42dbd32,2700,PIERCE - 2727 Tax Code844-inactive,*2700-Pierce- 9.5% Tax Code,new update,+9.50%,-$4.20
11888,https://login.fieldedge.com/#/DispatchSummary/be2fd3a4-72ec-400f-8c67-63ad89ccb20b/d48bf4c7-5b63-44a5-a8f1-efec88f16e86,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11627,https://login.fieldedge.com/#/DispatchSummary/9d8c6a17-18ec-4332-97dc-757a8b42ba5f/9da9300d-fbd3-4773-8230-f8fe334516d3,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11895,https://login.fieldedge.com/#/DispatchSummary/a2b602d1-4dc3-4a15-b26d-d96ae210e176/73385bbc-f1d1-4812-8786-068e7fd2468c,2700,*2727 - Pierce- 10.1% Tax Code,*2700-Pierce- 9.5% Tax Code,new update,-0.60%,-$15.19
11889,https://login.fieldedge.com/#/DispatchSummary/95c279ff-2556-47ce-86b9-c2acf708454f/42c56c3d-442e-4048-b146-f34d66e652d0,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11908,https://login.fieldedge.com/#/DispatchSummary/19b990fd-a68e-445e-a8c6-1a75ba08b353/9b8c6e7b-e431-44ab-b814-8c7aeb801ef9,2727,*MILTON-1731-10.2.% Tax Code1018-inactive,*2727 - Pierce- 10.1% Tax Code,new update,-0.10%,$0.00
11927,https://login.fieldedge.com/#/DispatchSummary/3431eb11-791c-419a-a702-b6879824b8b6/d0df2f35-edc6-45a3-9ba9-aecaf23c6f6a,2700,*2720 - Edgewood - 10.1% Tax Code,*2700-Pierce- 9.5% Tax Code,new update,-0.60%,$0.00
11877,https://login.fieldedge.com/#/DispatchSummary/055febbb-f394-4228-999c-d99ecd35ab31/fdc60666-5bff-40e3-82d5-ce2accf4a850,2701,*2701 - Bonney Lake - 9.5% Tax Code,*2701 - Bonney Lake - 9.5% Tax Code,skipped,0.00%,$0.00
11898,https://login.fieldedge.com/#/DispatchSummary/d6086340-7c38-4cc5-a04d-e7a60d489163/88fd39a5-aa62-4290-aaa8-4e171328da9c,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11906,https://login.fieldedge.com/#/DispatchSummary/b4f13c31-7830-4e68-ad26-a591f3dda88b/38d62eaf-f35a-460c-87d2-5e445da161b6,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11907,https://login.fieldedge.com/#/DispatchSummary/f9bd81a1-fee2-4e3c-964b-2e7500c9ede1/11691047-e897-48c2-9d02-b1cdcce59740,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11942,https://login.fieldedge.com/#/DispatchSummary/78954d6c-efc4-4026-a60e-878605d0df2c/0bc5ca27-c247-4687-85fa-b437a550e41d,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11891,https://login.fieldedge.com/#/DispatchSummary/0d5cf21e-ba8b-44d9-a720-f8126d243628/e69707b0-6e26-419c-aeba-283302459548,2719,*2700-Pierce- 9.5% Tax Code,*2719-University Place-10.1% Tax Cod,new update,+0.60%,$10.82
11921,https://login.fieldedge.com/#/DispatchSummary/8ff73013-e08b-4184-9d2e-113d3f471f23/341454ef-0727-4581-80dd-6cdfa56ac29b,2707,FIRCREST - 2707 Tax Code876-inactive,FIRCREST - 2707 Tax Code876-inactive,skipped,+10.10%,$0.00
11944,https://login.fieldedge.com/#/DispatchSummary/9473f3c9-d985-4e72-b91b-f2e9f6f97885/22f3772f-ac9a-4db1-a5db-6509833380a1,2719,*2719-University Place-10.1% Tax Cod,*2719-University Place-10.1% Tax Cod,skipped,0.00%,$0.00
11953,https://login.fieldedge.com/#/DispatchSummary/40e47ca9-6f05-49e0-bb5c-d018b9fa49b7/9f746e48-9408-48bf-acb8-c3687288d3cc,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11878,https://login.fieldedge.com/#/DispatchSummary/5421e490-46bd-41c9-9062-863899914f0f/0baa96a4-dae9-4dbf-8996-a60df007cce5,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11950,https://login.fieldedge.com/#/DispatchSummary/8e7706e6-e50d-4da4-b0bc-0ec00c0bd6ed/2e146a4d-c612-43ba-ba0b-8ecdde552127,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11949,https://login.fieldedge.com/#/DispatchSummary/1e6e5e63-f44f-4194-8b13-a292caca9116/7b9f1e07-2649-4212-bd80-7720049b5a9d,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
11975,https://login.fieldedge.com/#/DispatchSummary/754ca6a0-3ca2-4054-bb33-06e3ca999b2e/299d9fa9-13d8-43b6-a1be-d161df8285e1,2720,EDGEWOOD - 2720 Tax Code872-inactive,EDGEWOOD - 2720 Tax Code872-inactive,skipped,+10.10%,$0.00
11899,https://login.fieldedge.com/#/DispatchSummary/309d2913-bb6b-444f-96f6-7f4ddde47567/03e78c70-ab35-4d01-b00b-e49242be51e6,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11968,https://login.fieldedge.com/#/DispatchSummary/21d67b6d-29f3-4249-ae9e-1a8c0aebcf07/cbc06337-7f11-43dc-b76e-3e596bcb2c85,2716,*SUMNER - 2716 - 9.5.% Tax Code987-inactive,*SUMNER - 2716 - 9.5.% Tax Code987-inactive,skipped,+0.10%,$0.00
11941,https://login.fieldedge.com/#/DispatchSummary/3a0a9170-f43c-4029-9ad0-591c0a940ea0/54784374-7e2c-4807-9708-9f69a9d4f707,2711,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,skipped,+0.10%,$0.00
11902,https://login.fieldedge.com/#/DispatchSummary/758855d4-43d1-42d3-99d7-1a8dc24c1ff1/7f5101c1-3ab7-4dd5-a2cd-6664759ed670,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12006,https://login.fieldedge.com/#/DispatchSummary/6573cb4d-bf0b-4a2b-b81e-f7c303196b08/018c19aa-b15d-454c-b651-d7430d73ea1f,2700,*2727 - Pierce- 10.1% Tax Code,*2700-Pierce- 9.5% Tax Code,new update,-0.60%,$0.00
11952,https://login.fieldedge.com/#/DispatchSummary/d2c49c6b-a209-4152-b0e4-ae9d5f62739f/d0bfb2c3-2259-488f-854a-721d5a19a9ad,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11988,https://login.fieldedge.com/#/DispatchSummary/9f96082e-d202-4478-9931-776495dc3595/1435a58b-126f-4168-bf4a-1155d82af8cf,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11967,https://login.fieldedge.com/#/DispatchSummary/b950f19e-ec2a-406b-a0b7-bcad5dbd5933/b1a1ac0b-d04f-4671-a808-06d784af5d73,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11998,https://login.fieldedge.com/#/DispatchSummary/2270a06b-6372-47de-80ab-189aa517ce83/93f1c141-d2e6-479e-a7e6-2df85cb094ed,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12011,https://login.fieldedge.com/#/DispatchSummary/9d7995df-7de6-4022-90a7-6d8d0fccfd36/476e2ff3-3aae-4e0f-9d4d-3fe73e1c5f9d,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11973,https://login.fieldedge.com/#/DispatchSummary/43592791-3abb-42e4-93b1-8cab87976717/3c313b82-f023-434c-a8ff-c12346026fd2,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11996,https://login.fieldedge.com/#/DispatchSummary/db99fd5c-b49a-4a22-9da6-9cfc6913d648/4bbad077-f51d-4e29-a82c-d76e74ec91ab,2711,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,skipped,+0.10%,$0.00
11969,https://login.fieldedge.com/#/DispatchSummary/125db42e-3b37-445a-b109-a9de8d8fc061/b02c6b71-5dd8-429c-a06c-be7155629f00,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12007,https://login.fieldedge.com/#/DispatchSummary/3d062aee-a41a-4fc0-9053-855d1845a231/e8a810e3-66f1-41cd-80c6-e3ff55bf4fd8,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12020,https://login.fieldedge.com/#/DispatchSummary/05f1453a-9ca9-4924-a9a8-91ae94a6a152/3e7e34ad-b18d-4600-9e36-ab1d66b1b0c9,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12044,https://login.fieldedge.com/#/DispatchSummary/d7f51f15-ab66-4ca3-a430-308d13075c3c/c95461de-75b3-418e-b84a-0c17edef9953,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12035,https://login.fieldedge.com/#/DispatchSummary/076e6b08-8bc2-42c9-9223-d9b49cafd3d5/34f6a1d3-90ce-4d78-b2e1-c314de5c8990,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12024,https://login.fieldedge.com/#/DispatchSummary/55347566-a527-458f-9f02-d46b8ca3543f/607aecbb-594d-4356-a9dd-df09df4e735d,2717,*2717 - TACOMA - 10.3% Tax Code961-inactive,*2717 - TACOMA - 10.3% Tax Code961-inactive,skipped,+0.10%,$0.00
11985,https://login.fieldedge.com/#/DispatchSummary/c66c028c-f92d-447c-acf8-0292038bbfd6/a828ea63-39e7-4f30-9684-28000a7f12b8,2727,*2700-Pierce- 9.5% Tax Code,*2727 - Pierce- 10.1% Tax Code,new update,+0.60%,$9.95
12018,https://login.fieldedge.com/#/DispatchSummary/9d653225-f219-4e29-9b6d-f9fd9caac274/7cb42000-4a88-4bb1-ad1b-707416117df0,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12046,https://login.fieldedge.com/#/DispatchSummary/bec841d5-6f15-41c5-a015-fec4eaf57d78/3c1ea452-2e71-49e4-b114-a3a1406f2602,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12062,https://login.fieldedge.com/#/DispatchSummary/3163233c-1392-4f2d-a530-d17c2e7981ed/e4c43ac0-9cb8-4f20-965b-9390bc1bead4,4100,*2727 - Pierce- 10.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,new update,-2.00%,$0.00
12021,https://login.fieldedge.com/#/DispatchSummary/691d007f-bf90-4224-9cd3-a29b5dea0aa0/1dcb10af-643b-47d3-8915-0d3fa91751fa,4000,*KING - 4000 - 8.8.% Tax Code1013-inactive,*KING - 4000 - 8.8.% Tax Code1013-inactive,skipped,+0.10%,$0.00
12054,https://login.fieldedge.com/#/DispatchSummary/a41831a5-434e-45d6-a563-75fd8b5314b6/6c8562d8-8b72-4e24-b0ee-fd86b44f25ef,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12002,https://login.fieldedge.com/#/DispatchSummary/6a817cd1-a121-409b-b258-e82a3c16104d/25ede134-c350-4272-9b16-15b2a80ce63d,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
